order_id,customer_id,session_id,order_date,num_items,subtotal,discount,total,returned
O00011340,C004054,S00182302,2023-06-15,3,265.89,0.0,265.89,True
O00011341,C004054,S00182305,2023-05-25,3,211.66,0.0,211.66,False
O00011342,C004054,S00182318,2023-11-11,3,609.38,71.1,538.28,False
O00011343,C004056,S00182361,2023-07-12,1,108.35,0.0,108.35,False
O00011344,C004056,S00182415,2023-12-20,1,71.1,2.12,68.98,False
O00011345,C004057,S00182425,2023-12-03,1,74.96,6.82,68.14,False
O00011346,C004060,S00182566,2023-09-29,1,48.55,0.0,48.55,False
O00011347,C004061,S00182620,2023-06-20,1,33.3,0.0,33.3,False
O00011348,C004062,S00182631,2023-07-13,3,291.05,0.0,291.05,False
O00011349,C004062,S00182633,2023-07-29,3,281.83,0.0,281.83,False
O00011350,C004062,S00182639,2023-08-24,3,266.66,0.0,266.66,False
O00011351,C004062,S00182646,2023-07-22,3,286.39,0.0,286.39,False
O00011352,C004062,S00182651,2023-05-04,3,205.23,0.0,205.23,False
O00011353,C004062,S00182652,2023-08-30,3,305.25,0.0,305.25,False
O00011354,C004062,S00182653,2023-07-07,3,300.89,0.0,300.89,False
O00011355,C004062,S00182657,2023-08-10,3,238.56,0.0,238.56,False
O00011356,C004062,S00182661,2023-07-29,3,278.44,0.0,278.44,False
O00011357,C004062,S00182664,2023-12-09,3,323.03,62.36,260.67,False
O00011358,C004062,S00182666,2023-09-22,3,343.19,0.0,343.19,False
O00011359,C004063,S00182673,2023-08-11,4,443.74,0.0,443.74,False
O00011360,C004066,S00182778,2023-09-20,1,48.54,0.0,48.54,False
O00011361,C004066,S00182805,2023-06-15,1,59.4,0.0,59.4,False
O00011362,C004068,S00182860,2023-12-06,3,373.12,34.02,339.1,True
O00011363,C004068,S00182866,2023-09-03,3,337.47,0.0,337.47,True
O00011364,C004068,S00182868,2023-08-26,3,311.23,0.0,311.23,False
O00011365,C004068,S00182872,2023-07-24,3,267.06,0.0,267.06,False
O00011366,C004068,S00182874,2023-06-19,3,556.76,0.0,556.76,False
O00011367,C004068,S00182878,2023-07-24,3,338.55,0.0,338.55,False
O00011368,C004068,S00182896,2023-11-22,3,168.91,6.07,162.84,False
O00011369,C004068,S00182904,2023-11-21,3,241.78,10.51,231.27,False
O00011370,C004069,S00182910,2023-12-13,4,274.9,15.35,259.55,False
O00011371,C004069,S00182912,2023-04-03,4,352.2,0.0,352.2,False
O00011372,C004070,S00182921,2023-06-19,3,165.41,0.0,165.41,False
O00011373,C004070,S00182922,2023-05-21,3,263.62,0.0,263.62,False
O00011374,C004070,S00182924,2023-08-27,3,503.93,0.0,503.93,False
O00011375,C004070,S00182931,2023-04-05,3,271.36,0.0,271.36,False
O00011376,C004070,S00182932,2023-08-25,3,315.83,0.0,315.83,False
O00011377,C004070,S00182942,2023-03-20,3,406.24,0.0,406.24,False
O00011378,C004070,S00182949,2023-11-06,3,333.77,14.77,319.0,False
O00011379,C004070,S00182950,2023-08-11,3,270.05,0.0,270.05,False
O00011380,C004070,S00182955,2023-03-31,3,230.07,0.0,230.07,False
O00011381,C004070,S00182956,2023-07-26,3,223.21,0.0,223.21,False
O00011382,C004070,S00182963,2023-06-06,3,322.91,0.0,322.91,False
O00011383,C004075,S00183140,2023-11-02,4,312.17,29.99,282.18,False
O00011384,C004076,S00183181,2023-08-11,1,74.21,0.0,74.21,False
O00011385,C004077,S00183214,2023-06-12,1,61.66,0.0,61.66,False
O00011386,C004078,S00183256,2023-05-24,3,383.19,0.0,383.19,False
O00011387,C004078,S00183258,2023-11-06,3,144.23,14.64,129.59,False
O00011388,C004078,S00183261,2023-12-26,3,385.83,34.92,350.91,False
O00011389,C004078,S00183275,2023-03-29,3,203.49,0.0,203.49,False
O00011390,C004078,S00183279,2023-10-12,3,636.69,0.0,636.69,False
O00011391,C004078,S00183292,2023-10-24,3,299.48,0.0,299.48,False
O00011392,C004078,S00183296,2023-04-12,3,153.0,0.0,153.0,False
O00011393,C004078,S00183303,2023-08-19,3,346.26,0.0,346.26,False
O00011394,C004079,S00183357,2023-01-26,1,129.9,0.0,129.9,True
O00011395,C004080,S00183403,2023-11-29,1,94.55,6.44,88.11,False
O00011396,C004081,S00183433,2023-10-28,1,38.6,0.0,38.6,False
O00011397,C004081,S00183434,2023-06-19,1,95.79,0.0,95.79,False
O00011398,C004081,S00183441,2023-10-03,1,11.63,0.0,11.63,False
O00011399,C004083,S00183466,2023-04-05,3,617.7,0.0,617.7,False
O00011400,C004083,S00183475,2023-05-27,3,145.9,0.0,145.9,False
O00011401,C004083,S00183482,2023-05-08,3,314.55,0.0,314.55,True
O00011402,C004083,S00183488,2023-07-28,3,754.95,0.0,754.95,False
O00011403,C004083,S00183508,2023-05-31,3,278.03,0.0,278.03,True
O00011404,C004083,S00183512,2023-12-08,3,188.83,24.94,163.89,False
O00011405,C004084,S00183521,2023-07-11,3,147.16,0.0,147.16,False
O00011406,C004084,S00183531,2023-10-31,3,163.67,0.0,163.67,False
O00011407,C004084,S00183538,2023-05-09,3,305.1,0.0,305.1,False
O00011408,C004084,S00183546,2023-04-27,3,250.69,0.0,250.69,False
O00011409,C004084,S00183549,2023-10-04,3,285.77,0.0,285.77,True
O00011410,C004084,S00183550,2023-10-09,3,417.77,0.0,417.77,True
O00011411,C004084,S00183575,2023-07-26,3,210.73,0.0,210.73,False
O00011412,C004084,S00183581,2023-11-09,3,653.75,106.74,547.01,False
O00011413,C004085,S00183586,2023-09-30,1,95.41,0.0,95.41,False
O00011414,C004085,S00183599,2023-09-30,1,284.82,0.0,284.82,False
O00011415,C004086,S00183624,2023-11-02,3,142.45,25.39,117.06,False
O00011416,C004086,S00183631,2023-05-22,3,286.07,0.0,286.07,False
O00011417,C004086,S00183640,2023-12-27,3,566.03,108.08,457.95,False
O00011418,C004086,S00183642,2023-08-13,3,90.22,0.0,90.22,False
O00011419,C004086,S00183645,2023-12-03,3,193.23,38.17,155.06,False
O00011420,C004086,S00183655,2023-06-02,3,267.13,0.0,267.13,False
O00011421,C004088,S00183709,2023-11-15,3,248.07,9.3,238.77,False
O00011422,C004088,S00183715,2023-07-27,3,366.66,0.0,366.66,False
O00011423,C004088,S00183720,2023-10-21,3,228.0,0.0,228.0,False
O00011424,C004088,S00183731,2023-06-11,3,595.49,0.0,595.49,False
O00011425,C004088,S00183740,2023-06-22,3,207.01,0.0,207.01,False
O00011426,C004088,S00183742,2023-09-16,3,139.23,0.0,139.23,False
O00011427,C004088,S00183745,2023-04-26,3,178.01,0.0,178.01,False
O00011428,C004088,S00183746,2023-12-01,3,415.17,33.36,381.81,False
O00011429,C004088,S00183747,2023-05-10,3,381.98,0.0,381.98,False
O00011430,C004088,S00183748,2023-07-09,3,282.75,0.0,282.75,False
O00011431,C004089,S00183753,2023-12-06,3,310.18,48.32,261.86,False
O00011432,C004089,S00183760,2023-08-03,3,280.51,0.0,280.51,False
O00011433,C004089,S00183761,2023-06-11,3,346.32,0.0,346.32,False
O00011434,C004089,S00183772,2023-02-28,3,314.23,0.0,314.23,False
O00011435,C004089,S00183774,2023-09-19,3,170.14,0.0,170.14,False
O00011436,C004089,S00183775,2023-09-19,3,118.74,0.0,118.74,True
O00011437,C004089,S00183776,2023-07-04,3,312.0,0.0,312.0,True
O00011438,C004089,S00183783,2023-05-14,3,211.95,0.0,211.95,False
O00011439,C004089,S00183785,2023-03-09,3,271.76,0.0,271.76,False
O00011440,C004089,S00183787,2023-06-04,3,396.85,0.0,396.85,False
O00011441,C004089,S00183789,2023-06-19,3,388.2,0.0,388.2,False
O00011442,C004089,S00183804,2023-09-25,3,447.84,0.0,447.84,False
O00011443,C004089,S00183805,2023-09-08,3,237.7,0.0,237.7,False
O00011444,C004090,S00183815,2023-12-14,3,161.39,32.05,129.34,False
O00011445,C004090,S00183817,2023-06-21,3,614.88,0.0,614.88,False
O00011446,C004090,S00183828,2023-10-28,3,132.19,0.0,132.19,False
O00011447,C004090,S00183835,2023-08-24,3,219.78,0.0,219.78,False
O00011448,C004091,S00183872,2023-09-17,1,13.5,0.0,13.5,False
O00011449,C004091,S00183874,2023-07-08,1,62.1,0.0,62.1,False
O00011450,C004091,S00183882,2023-07-29,1,45.29,0.0,45.29,False
O00011451,C004092,S00183883,2023-06-13,3,358.13,0.0,358.13,False
O00011452,C004092,S00183900,2023-06-15,3,144.46,0.0,144.46,False
O00011453,C004092,S00183924,2023-12-16,3,322.25,55.47,266.78,True
O00011454,C004092,S00183926,2023-12-03,3,428.92,75.57,353.35,True
O00011455,C004092,S00183927,2023-07-10,3,440.12,0.0,440.12,True
O00011456,C004092,S00183948,2023-05-18,3,171.7,0.0,171.7,False
O00011457,C004093,S00183959,2023-10-22,1,39.54,0.0,39.54,False
O00011458,C004094,S00184027,2023-11-08,3,103.0,6.82,96.18,True
O00011459,C004094,S00184032,2023-03-14,3,538.68,0.0,538.68,False
O00011460,C004094,S00184037,2023-08-23,3,288.67,0.0,288.67,False
O00011461,C004094,S00184047,2023-09-03,3,238.2,0.0,238.2,False
O00011462,C004094,S00184063,2023-09-12,3,235.96,0.0,235.96,False
O00011463,C004094,S00184070,2023-04-26,3,144.96,0.0,144.96,False
O00011464,C004095,S00184091,2023-10-02,1,117.26,0.0,117.26,False
O00011465,C004096,S00184112,2023-09-17,3,82.92,0.0,82.92,False
O00011466,C004096,S00184115,2023-12-08,3,184.18,31.51,152.67,False
O00011467,C004096,S00184117,2023-07-19,3,329.18,0.0,329.18,True
O00011468,C004096,S00184125,2023-10-15,3,352.25,0.0,352.25,False
O00011469,C004096,S00184130,2023-08-22,3,330.44,0.0,330.44,False
O00011470,C004096,S00184132,2023-10-16,3,286.02,0.0,286.02,True
O00011471,C004096,S00184135,2023-08-28,3,172.09,0.0,172.09,False
O00011472,C004097,S00184168,2023-10-20,1,78.85,0.0,78.85,False
O00011473,C004097,S00184176,2023-06-30,1,31.27,0.0,31.27,False
O00011474,C004098,S00184192,2023-10-22,3,151.41,0.0,151.41,False
O00011475,C004098,S00184196,2023-11-26,3,259.95,35.21,224.74,False
O00011476,C004098,S00184203,2023-12-19,3,305.77,50.65,255.12,True
O00011477,C004098,S00184209,2023-10-18,3,266.22,0.0,266.22,False
O00011478,C004098,S00184218,2023-11-01,3,369.43,1.36,368.07,False
O00011479,C004099,S00184229,2023-09-08,3,216.83,0.0,216.83,False
O00011480,C004099,S00184248,2023-10-03,3,367.37,0.0,367.37,False
O00011481,C004099,S00184251,2023-10-24,3,404.03,0.0,404.03,False
O00011482,C004102,S00184309,2023-04-28,1,94.29,0.0,94.29,False
O00011483,C004102,S00184367,2023-11-16,1,50.67,2.35,48.32,False
O00011484,C004105,S00184472,2023-12-08,4,532.09,106.12,425.97,False
O00011485,C004105,S00184475,2023-05-26,4,554.51,0.0,554.51,False
O00011486,C004105,S00184477,2023-06-14,4,540.96,0.0,540.96,False
O00011487,C004105,S00184478,2023-10-06,4,389.42,0.0,389.42,False
O00011488,C004107,S00184504,2023-07-22,3,399.56,0.0,399.56,False
O00011489,C004107,S00184508,2023-05-18,3,416.02,0.0,416.02,False
O00011490,C004107,S00184515,2023-09-18,3,288.63,0.0,288.63,False
O00011491,C004107,S00184518,2023-10-15,3,134.79,0.0,134.79,False
O00011492,C004107,S00184524,2023-04-10,3,128.65,0.0,128.65,False
O00011493,C004107,S00184526,2023-11-08,3,358.28,37.52,320.76,True
O00011494,C004107,S00184528,2023-12-15,3,267.31,25.2,242.11,False
O00011495,C004107,S00184529,2023-11-21,3,307.76,26.8,280.96,False
O00011496,C004107,S00184530,2023-09-03,3,271.34,0.0,271.34,False
O00011497,C004107,S00184531,2023-09-22,3,393.55,0.0,393.55,False
O00011498,C004107,S00184537,2023-09-04,3,261.31,0.0,261.31,False
O00011499,C004107,S00184543,2023-05-28,3,234.31,0.0,234.31,False
O00011500,C004107,S00184550,2023-11-09,3,208.13,5.26,202.87,False
O00011501,C004108,S00184576,2023-09-30,1,53.62,0.0,53.62,False
O00011502,C004111,S00184742,2023-10-14,1,61.24,0.0,61.24,False
O00011503,C004112,S00184776,2023-08-11,1,50.27,0.0,50.27,False
O00011504,C004113,S00184805,2023-08-25,1,42.17,0.0,42.17,False
O00011505,C004114,S00184824,2023-09-22,3,189.66,0.0,189.66,False
O00011506,C004114,S00184836,2023-06-08,3,157.66,0.0,157.66,True
O00011507,C004114,S00184841,2023-12-20,3,318.22,24.56,293.66,True
O00011508,C004114,S00184844,2023-03-22,3,324.57,0.0,324.57,False
O00011509,C004114,S00184863,2023-11-10,3,298.12,38.81,259.31,True
O00011510,C004114,S00184870,2023-12-14,3,186.65,14.01,172.64,True
O00011511,C004114,S00184873,2023-11-29,3,547.19,13.27,533.92,False
O00011512,C004115,S00184900,2023-05-31,3,251.09,0.0,251.09,False
O00011513,C004115,S00184919,2023-12-01,3,189.7,12.49,177.21,False
O00011514,C004115,S00184940,2023-11-14,3,381.65,46.47,335.18,False
O00011515,C004115,S00184946,2023-02-24,3,205.93,0.0,205.93,False
O00011516,C004115,S00184950,2023-12-09,3,260.1,25.89,234.21,True
O00011517,C004116,S00184956,2023-07-11,4,303.73,0.0,303.73,False
O00011518,C004116,S00184957,2023-12-12,4,238.09,17.65,220.44,False
O00011519,C004117,S00184961,2023-07-17,1,78.85,0.0,78.85,False
O00011520,C004118,S00185021,2023-05-14,3,369.51,0.0,369.51,False
O00011521,C004118,S00185050,2023-09-27,3,332.96,0.0,332.96,False
O00011522,C004118,S00185051,2023-12-28,3,151.81,7.07,144.74,False
O00011523,C004118,S00185053,2023-12-18,3,198.44,22.36,176.08,False
O00011524,C004118,S00185056,2023-11-15,3,646.38,55.13,591.25,False
O00011525,C004118,S00185057,2023-06-12,3,499.23,0.0,499.23,True
O00011526,C004118,S00185076,2023-11-19,3,238.35,25.75,212.6,True
O00011527,C004119,S00185077,2023-03-13,4,499.56,0.0,499.56,False
O00011528,C004119,S00185084,2023-03-08,4,323.81,0.0,323.81,False
O00011529,C004121,S00185151,2023-09-05,3,345.42,0.0,345.42,True
O00011530,C004121,S00185156,2023-10-11,3,452.81,0.0,452.81,False
O00011531,C004121,S00185159,2023-10-29,3,314.48,0.0,314.48,False
O00011532,C004121,S00185162,2023-06-10,3,225.16,0.0,225.16,True
O00011533,C004121,S00185164,2023-11-26,3,370.53,10.95,359.58,False
O00011534,C004121,S00185173,2023-10-18,3,269.31,0.0,269.31,False
O00011535,C004121,S00185195,2023-05-04,3,169.95,0.0,169.95,False
O00011536,C004121,S00185197,2023-07-26,3,223.59,0.0,223.59,False
O00011537,C004121,S00185203,2023-11-23,3,130.05,15.25,114.8,False
O00011538,C004122,S00185249,2023-05-02,1,18.15,0.0,18.15,False
O00011539,C004122,S00185261,2023-09-19,1,138.4,0.0,138.4,False
O00011540,C004125,S00185314,2023-07-05,1,37.22,0.0,37.22,True
O00011541,C004125,S00185339,2023-08-28,1,193.25,0.0,193.25,False
O00011542,C004127,S00185445,2023-10-17,3,324.25,0.0,324.25,False
O00011543,C004127,S00185465,2023-10-13,3,403.0,0.0,403.0,False
O00011544,C004128,S00185483,2023-03-14,3,342.31,0.0,342.31,False
O00011545,C004128,S00185499,2023-09-16,3,151.94,0.0,151.94,True
O00011546,C004128,S00185520,2023-10-14,3,223.68,0.0,223.68,False
O00011547,C004128,S00185526,2023-12-01,3,232.41,22.86,209.55,False
O00011548,C004128,S00185529,2023-12-07,3,121.61,11.99,109.62,True
O00011549,C004128,S00185530,2023-04-25,3,132.43,0.0,132.43,False
O00011550,C004129,S00185549,2023-08-22,1,65.05,0.0,65.05,False
O00011551,C004131,S00185649,2023-09-29,4,120.5,0.0,120.5,True
O00011552,C004132,S00185656,2023-06-02,1,55.52,0.0,55.52,False
O00011553,C004132,S00185674,2023-06-20,1,44.66,0.0,44.66,False
O00011554,C004132,S00185676,2023-10-05,1,95.41,0.0,95.41,False
O00011555,C004133,S00185688,2023-12-19,3,335.22,47.42,287.8,False
O00011556,C004133,S00185693,2023-09-19,3,383.62,0.0,383.62,False
O00011557,C004133,S00185711,2023-10-06,3,97.96,0.0,97.96,False
O00011558,C004133,S00185712,2023-11-27,3,272.17,11.37,260.8,True
O00011559,C004133,S00185717,2023-07-26,3,169.12,0.0,169.12,False
O00011560,C004134,S00185735,2023-10-22,3,371.93,0.0,371.93,False
O00011561,C004134,S00185736,2023-12-14,3,225.28,29.76,195.52,False
O00011562,C004134,S00185738,2023-08-20,3,180.62,0.0,180.62,False
O00011563,C004134,S00185741,2023-09-03,3,354.16,0.0,354.16,False
O00011564,C004134,S00185744,2023-07-21,3,317.25,0.0,317.25,False
O00011565,C004134,S00185748,2023-07-09,3,216.56,0.0,216.56,False
O00011566,C004134,S00185749,2023-09-09,3,283.42,0.0,283.42,False
O00011567,C004135,S00185756,2023-10-28,3,130.54,0.0,130.54,False
O00011568,C004135,S00185760,2023-04-30,3,397.74,0.0,397.74,False
O00011569,C004135,S00185767,2023-05-16,3,505.16,0.0,505.16,False
O00011570,C004135,S00185774,2023-11-28,3,328.92,58.65,270.27,True
O00011571,C004135,S00185791,2023-11-06,3,250.31,30.23,220.08,False
O00011572,C004135,S00185798,2023-07-09,3,139.71,0.0,139.71,False
O00011573,C004136,S00185816,2023-10-10,1,131.27,0.0,131.27,False
O00011574,C004138,S00185917,2023-06-09,3,285.46,0.0,285.46,False
O00011575,C004138,S00185918,2023-04-01,3,140.07,0.0,140.07,True
O00011576,C004138,S00185931,2023-04-25,3,172.38,0.0,172.38,False
O00011577,C004138,S00185936,2023-03-01,3,458.93,0.0,458.93,False
O00011578,C004138,S00185940,2023-08-10,3,522.54,0.0,522.54,False
O00011579,C004138,S00185943,2023-12-06,3,383.83,71.23,312.6,False
O00011580,C004138,S00185958,2023-11-01,3,251.97,6.77,245.2,True
O00011581,C004139,S00185965,2023-10-07,1,31.27,0.0,31.27,True
O00011582,C004139,S00185974,2023-06-01,1,22.53,0.0,22.53,False
O00011583,C004140,S00186034,2023-12-22,1,50.51,1.81,48.7,False
O00011584,C004141,S00186049,2023-09-01,3,228.9,0.0,228.9,False
O00011585,C004141,S00186058,2023-12-11,3,431.06,78.37,352.69,False
O00011586,C004141,S00186063,2023-05-31,3,154.1,0.0,154.1,False
O00011587,C004141,S00186067,2023-08-30,3,666.25,0.0,666.25,False
O00011588,C004141,S00186084,2023-07-02,3,393.01,0.0,393.01,False
O00011589,C004142,S00186089,2023-02-11,4,198.61,0.0,198.61,False
O00011590,C004143,S00186110,2023-11-05,3,195.16,4.96,190.2,False
O00011591,C004143,S00186125,2023-07-02,3,456.91,0.0,456.91,False
O00011592,C004143,S00186132,2023-11-18,3,299.99,12.36,287.63,False
O00011593,C004143,S00186147,2023-12-18,3,421.83,40.93,380.9,False
O00011594,C004143,S00186148,2023-11-18,3,231.01,11.24,219.77,False
O00011595,C004143,S00186150,2023-07-25,3,530.16,0.0,530.16,True
O00011596,C004144,S00186174,2023-08-18,3,182.74,0.0,182.74,False
O00011597,C004144,S00186175,2023-12-08,3,458.13,77.7,380.43,False
O00011598,C004144,S00186177,2023-02-21,3,305.92,0.0,305.92,True
O00011599,C004144,S00186206,2023-12-21,3,344.18,68.17,276.01,True
O00011600,C004145,S00186262,2023-10-20,1,182.03,0.0,182.03,False
O00011601,C004147,S00186337,2023-04-07,3,141.36,0.0,141.36,False
O00011602,C004147,S00186338,2023-06-22,3,492.55,0.0,492.55,False
O00011603,C004147,S00186339,2023-04-26,3,343.49,0.0,343.49,False
O00011604,C004147,S00186343,2023-09-29,3,255.8,0.0,255.8,False
O00011605,C004147,S00186346,2023-07-09,3,221.91,0.0,221.91,False
O00011606,C004147,S00186364,2023-04-16,3,277.93,0.0,277.93,False
O00011607,C004147,S00186372,2023-05-05,3,238.15,0.0,238.15,False
O00011608,C004149,S00186477,2023-08-10,1,46.93,0.0,46.93,False
O00011609,C004149,S00186493,2023-08-24,1,141.81,0.0,141.81,False
O00011610,C004149,S00186521,2023-07-19,1,90.53,0.0,90.53,False
O00011611,C004150,S00186524,2023-08-12,4,207.62,0.0,207.62,False
O00011612,C004150,S00186526,2023-11-09,4,248.47,23.78,224.69,True
O00011613,C004151,S00186537,2023-05-04,1,44.82,0.0,44.82,False
O00011614,C004152,S00186607,2023-04-17,3,129.66,0.0,129.66,True
O00011615,C004152,S00186612,2023-07-08,3,217.68,0.0,217.68,False
O00011616,C004152,S00186613,2023-08-20,3,322.56,0.0,322.56,False
O00011617,C004152,S00186627,2023-11-15,3,280.35,41.17,239.18,False
O00011618,C004152,S00186633,2023-11-05,3,313.08,9.55,303.53,False
O00011619,C004152,S00186643,2023-07-27,3,306.1,0.0,306.1,False
O00011620,C004153,S00186675,2023-04-21,3,109.42,0.0,109.42,False
O00011621,C004153,S00186689,2023-08-03,3,262.32,0.0,262.32,False
O00011622,C004153,S00186696,2023-12-06,3,387.36,39.92,347.44,False
O00011623,C004153,S00186708,2023-11-17,3,174.82,3.91,170.91,True
O00011624,C004153,S00186710,2023-09-23,3,342.13,0.0,342.13,False
O00011625,C004154,S00186732,2023-06-05,3,258.65,0.0,258.65,False
O00011626,C004154,S00186738,2023-03-31,3,202.59,0.0,202.59,False
O00011627,C004154,S00186744,2023-04-25,3,729.39,0.0,729.39,False
O00011628,C004154,S00186745,2023-06-26,3,96.46,0.0,96.46,False
O00011629,C004154,S00186748,2023-10-03,3,180.66,0.0,180.66,True
O00011630,C004154,S00186761,2023-12-02,3,198.72,37.55,161.17,False
O00011631,C004154,S00186762,2023-07-06,3,190.95,0.0,190.95,False
O00011632,C004154,S00186764,2023-05-30,3,335.53,0.0,335.53,False
O00011633,C004155,S00186786,2023-11-21,3,400.95,30.48,370.47,False
O00011634,C004155,S00186789,2023-05-29,3,199.12,0.0,199.12,False
O00011635,C004155,S00186791,2023-09-23,3,168.22,0.0,168.22,False
O00011636,C004155,S00186792,2023-06-05,3,133.54,0.0,133.54,False
O00011637,C004155,S00186793,2023-09-08,3,399.56,0.0,399.56,False
O00011638,C004155,S00186821,2023-10-11,3,288.65,0.0,288.65,False
O00011639,C004155,S00186823,2023-09-11,3,324.28,0.0,324.28,False
O00011640,C004156,S00186852,2023-12-20,1,67.12,6.95,60.17,True
O00011641,C004156,S00186875,2023-07-10,1,42.17,0.0,42.17,False
O00011642,C004157,S00186932,2023-06-21,1,95.79,0.0,95.79,False
O00011643,C004158,S00186962,2023-09-15,3,529.5,0.0,529.5,False
O00011644,C004158,S00186967,2023-09-03,3,412.51,0.0,412.51,False
O00011645,C004158,S00186968,2023-09-16,3,188.55,0.0,188.55,False
O00011646,C004158,S00186971,2023-07-24,3,180.99,0.0,180.99,False
O00011647,C004158,S00186973,2023-07-10,3,180.62,0.0,180.62,False
O00011648,C004158,S00186977,2023-06-18,3,246.45,0.0,246.45,False
O00011649,C004158,S00186982,2023-11-09,3,322.6,6.57,316.03,False
O00011650,C004158,S00186983,2023-12-18,3,263.62,7.77,255.85,True
O00011651,C004158,S00186984,2023-08-20,3,364.93,0.0,364.93,False
O00011652,C004158,S00186992,2023-08-25,3,167.09,0.0,167.09,False
O00011653,C004159,S00187015,2023-08-09,1,65.05,0.0,65.05,True
O00011654,C004159,S00187064,2023-10-05,1,71.33,0.0,71.33,False
O00011655,C004160,S00187135,2023-07-18,1,113.31,0.0,113.31,False
O00011656,C004162,S00187200,2023-06-27,4,459.56,0.0,459.56,False
O00011657,C004163,S00187210,2023-03-28,3,526.18,0.0,526.18,False
O00011658,C004163,S00187239,2023-07-23,3,268.53,0.0,268.53,False
O00011659,C004163,S00187249,2023-03-21,3,346.77,0.0,346.77,False
O00011660,C004163,S00187267,2023-09-25,3,249.66,0.0,249.66,False
O00011661,C004163,S00187268,2023-03-30,3,345.73,0.0,345.73,False
O00011662,C004164,S00187298,2023-07-22,3,155.63,0.0,155.63,False
O00011663,C004164,S00187304,2023-05-18,3,252.14,0.0,252.14,False
O00011664,C004164,S00187312,2023-12-16,3,201.08,11.34,189.74,False
O00011665,C004164,S00187315,2023-09-18,3,281.96,0.0,281.96,False
O00011666,C004164,S00187331,2023-09-03,3,345.86,0.0,345.86,True
O00011667,C004164,S00187337,2023-05-02,3,255.63,0.0,255.63,False
O00011668,C004164,S00187340,2023-09-07,3,299.42,0.0,299.42,True
O00011669,C004165,S00187346,2023-12-20,4,388.69,14.48,374.21,False
O00011670,C004165,S00187349,2023-04-11,4,167.64,0.0,167.64,False
O00011671,C004166,S00187387,2023-10-22,1,44.66,0.0,44.66,False
O00011672,C004167,S00187454,2023-12-24,1,78.85,3.48,75.37,False
O00011673,C004168,S00187463,2023-05-20,4,384.36,0.0,384.36,False
O00011674,C004168,S00187464,2023-11-21,4,362.66,34.1,328.56,True
O00011675,C004169,S00187479,2023-08-15,1,71.1,0.0,71.1,False
O00011676,C004171,S00187519,2023-07-13,1,131.27,0.0,131.27,False
O00011677,C004171,S00187527,2023-09-04,1,56.76,0.0,56.76,False
O00011678,C004171,S00187571,2023-08-05,1,71.33,0.0,71.33,False
O00011679,C004172,S00187583,2023-05-06,1,46.93,0.0,46.93,False
O00011680,C004172,S00187587,2023-07-31,1,60.74,0.0,60.74,False
O00011681,C004174,S00187679,2023-10-17,3,190.46,0.0,190.46,False
O00011682,C004174,S00187683,2023-03-06,3,269.0,0.0,269.0,False
O00011683,C004174,S00187684,2023-09-07,3,460.2,0.0,460.2,False
O00011684,C004174,S00187686,2023-04-22,3,296.47,0.0,296.47,False
O00011685,C004174,S00187687,2023-07-24,3,230.73,0.0,230.73,False
O00011686,C004174,S00187699,2023-05-20,3,250.95,0.0,250.95,False
O00011687,C004174,S00187700,2023-08-20,3,246.46,0.0,246.46,False
O00011688,C004174,S00187703,2023-03-29,3,303.43,0.0,303.43,False
O00011689,C004174,S00187704,2023-04-28,3,169.24,0.0,169.24,False
O00011690,C004174,S00187706,2023-11-18,3,177.29,5.25,172.04,False
O00011691,C004174,S00187713,2023-12-29,3,143.72,26.29,117.43,True
O00011692,C004174,S00187714,2023-10-18,3,229.25,0.0,229.25,False
O00011693,C004175,S00187738,2023-04-24,3,169.95,0.0,169.95,True
O00011694,C004175,S00187748,2023-12-09,3,199.79,4.58,195.21,False
O00011695,C004175,S00187751,2023-11-16,3,357.07,32.88,324.19,False
O00011696,C004175,S00187753,2023-08-08,3,194.26,0.0,194.26,False
O00011697,C004175,S00187767,2023-12-28,3,162.95,6.29,156.66,False
O00011698,C004175,S00187775,2023-11-02,3,223.96,34.4,189.56,False
O00011699,C004176,S00187795,2023-04-08,3,241.04,0.0,241.04,False
O00011700,C004176,S00187797,2023-05-25,3,424.89,0.0,424.89,False
O00011701,C004176,S00187799,2023-04-21,3,183.39,0.0,183.39,False
O00011702,C004176,S00187800,2023-10-24,3,514.75,0.0,514.75,False
O00011703,C004176,S00187801,2023-12-12,3,409.59,75.76,333.83,False
O00011704,C004176,S00187806,2023-07-16,3,173.27,0.0,173.27,False
O00011705,C004176,S00187813,2023-07-05,3,139.97,0.0,139.97,True
O00011706,C004176,S00187819,2023-04-03,3,208.48,0.0,208.48,False
O00011707,C004176,S00187823,2023-04-29,3,438.28,0.0,438.28,False
O00011708,C004176,S00187826,2023-08-26,3,195.37,0.0,195.37,False
O00011709,C004176,S00187827,2023-05-09,3,215.09,0.0,215.09,True
O00011710,C004176,S00187828,2023-04-03,3,324.22,0.0,324.22,False
O00011711,C004180,S00188047,2023-12-01,3,344.73,62.12,282.61,False
O00011712,C004180,S00188062,2023-12-26,3,116.51,14.25,102.26,False
O00011713,C004180,S00188083,2023-12-29,3,457.27,10.06,447.21,True
O00011714,C004181,S00188090,2023-08-20,3,249.21,0.0,249.21,False
O00011715,C004181,S00188111,2023-08-13,3,351.93,0.0,351.93,False
O00011716,C004182,S00188124,2023-05-08,3,564.35,0.0,564.35,False
